Year,Ethnicity,Sex,Cause,Count,Region
2007,ASIAN & PACIFIC ISLANDER,Females,ALZHEIMERS DISEASE,7,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,AORTIC ANEURYSM AND DISSECTION,9,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,ASSAULT (HOMICIDE),6,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,ATHEROSCLEROSIS,5,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,BENIGN AND UNCERTAIN NEOPLASMS,6,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,CEREBROVASCULAR DISEASE,70,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,CHRONIC LIVER DISEASE AND CIRRHOSIS,6,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,CHRONIC LOWER RESPIRATORY DISEASES,29,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,DIABETES MELLITUS,34,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,DISEASES OF HEART,428,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,ESSENTIAL HYPERTENSION AND RENAL DISEASES,22,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,INFLUENZA AND PNEUMONIA,58,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,INTENTIONAL SELF-HARM (SUICIDE),22,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,MALIGNANT NEOPLASMS,396,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",13,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,PARKINSONS DISEASE,5,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,PEPTIC ULCER,6,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,VIRAL HEPATITIS,7,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,ACCIDENTS EXCEPT DRUG POISONING,54,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,AORTIC ANEURYSM AND DISSECTION,5,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,BENIGN AND UNCERTAIN NEOPLASMS,9,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,5,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,CEREBROVASCULAR DISEASE,56,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,CHRONIC LIVER DISEASE AND CIRRHOSIS,18,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,CHRONIC LOWER RESPIRATORY DISEASES,43,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,"CONGENITAL MALFORMATIONS,DEFORMATIONS",12,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,DIABETES MELLITUS,47,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,DISEASES OF HEART,497,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,ESSENTIAL HYPERTENSION AND RENAL DISEASES,25,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,INFLUENZA AND PNEUMONIA,68,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,INTENTIONAL SELF-HARM (SUICIDE),38,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,MALIGNANT NEOPLASMS,528,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,MENTAL DISORDERS DUE TO USE OF ALCOHOL,11,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",14,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,PEPTIC ULCER,5,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,7,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,SEPTICEMIA,10,NYC
2007,ASIAN & PACIFIC ISLANDER,Males,VIRAL HEPATITIS,12,NYC
2007,HISPANIC,Females,ACCIDENTS EXCEPT DRUG POISONING,72,NYC
2007,HISPANIC,Females,ALZHEIMERS DISEASE,43,NYC
2007,HISPANIC,Females,AORTIC ANEURYSM AND DISSECTION,19,NYC
2007,HISPANIC,Females,ASSAULT (HOMICIDE),22,NYC
2007,HISPANIC,Females,ATHEROSCLEROSIS,12,NYC
2007,HISPANIC,Females,BENIGN AND UNCERTAIN NEOPLASMS,12,NYC
2007,HISPANIC,Females,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,8,NYC
2007,HISPANIC,Females,CEREBROVASCULAR DISEASE,164,NYC
2007,HISPANIC,Females,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,9,NYC
2007,HISPANIC,Females,CHRONIC LIVER DISEASE AND CIRRHOSIS,37,NYC
2007,HISPANIC,Females,CHRONIC LOWER RESPIRATORY DISEASES,116,NYC
2007,HISPANIC,Females,"CONGENITAL MALFORMATIONS,DEFORMATIONS",28,NYC
2007,HISPANIC,Females,DIABETES MELLITUS,205,NYC
2007,HISPANIC,Females,DISEASES OF HEART,1418,NYC
2007,HISPANIC,Females,ESSENTIAL HYPERTENSION AND RENAL DISEASES,78,NYC
2007,HISPANIC,Females,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,109,NYC
2007,HISPANIC,Females,INFLUENZA AND PNEUMONIA,190,NYC
2007,HISPANIC,Females,INTENTIONAL SELF-HARM (SUICIDE),25,NYC
2007,HISPANIC,Females,MALIGNANT NEOPLASMS,969,NYC
2007,HISPANIC,Females,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",45,NYC
2007,HISPANIC,Females,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",8,NYC
2007,HISPANIC,Females,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,48,NYC
2007,HISPANIC,Females,SEPTICEMIA,49,NYC
2007,HISPANIC,Females,SHORT GESTATION/LBW,13,NYC
2007,HISPANIC,Females,VIRAL HEPATITIS,37,NYC
2007,HISPANIC,Males,ACCIDENTS EXCEPT DRUG POISONING,154,NYC
2007,HISPANIC,Males,ALZHEIMERS DISEASE,11,NYC
2007,HISPANIC,Males,AORTIC ANEURYSM AND DISSECTION,21,NYC
2007,HISPANIC,Males,ASSAULT (HOMICIDE),114,NYC
2007,HISPANIC,Males,ATHEROSCLEROSIS,11,NYC
2007,HISPANIC,Males,BENIGN AND UNCERTAIN NEOPLASMS,20,NYC
2007,HISPANIC,Males,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,11,NYC
2007,HISPANIC,Males,CEREBROVASCULAR DISEASE,126,NYC
2007,HISPANIC,Males,CHRONIC LIVER DISEASE AND CIRRHOSIS,107,NYC
2007,HISPANIC,Males,CHRONIC LOWER RESPIRATORY DISEASES,106,NYC
2007,HISPANIC,Males,"CONGENITAL MALFORMATIONS,DEFORMATIONS",29,NYC
2007,HISPANIC,Males,DIABETES MELLITUS,177,NYC
2007,HISPANIC,Males,DISEASES OF HEART,1327,NYC
2007,HISPANIC,Males,ESSENTIAL HYPERTENSION AND RENAL DISEASES,76,NYC
2007,HISPANIC,Males,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,218,NYC
2007,HISPANIC,Males,INFLUENZA AND PNEUMONIA,189,NYC
2007,HISPANIC,Males,INTENTIONAL SELF-HARM (SUICIDE),56,NYC
2007,HISPANIC,Males,MALIGNANT NEOPLASMS,1013,NYC
2007,HISPANIC,Males,MENTAL DISORDERS DUE TO USE OF ALCOHOL,56,NYC
2007,HISPANIC,Males,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",39,NYC
2007,HISPANIC,Males,PARKINSONS DISEASE,7,NYC
2007,HISPANIC,Males,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,183,NYC
2007,HISPANIC,Males,RESPIRATORY DISTRESS OF NEWBORN,7,NYC
2007,HISPANIC,Males,SEPTICEMIA,31,NYC
2007,HISPANIC,Males,SHORT GESTATION/LBW,13,NYC
2007,HISPANIC,Males,VIRAL HEPATITIS,90,NYC
2007,NON-HISPANIC BLACK,Females,ACCIDENTS EXCEPT DRUG POISONING,87,NYC
2007,NON-HISPANIC BLACK,Females,ALZHEIMERS DISEASE,41,NYC
2007,NON-HISPANIC BLACK,Females,ANEMIAS,18,NYC
2007,NON-HISPANIC BLACK,Females,AORTIC ANEURYSM AND DISSECTION,25,NYC
2007,NON-HISPANIC BLACK,Females,ASSAULT (HOMICIDE),41,NYC
2007,NON-HISPANIC BLACK,Females,ATHEROSCLEROSIS,30,NYC
2007,NON-HISPANIC BLACK,Females,BENIGN AND UNCERTAIN NEOPLASMS,38,NYC
2007,NON-HISPANIC BLACK,Females,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,16,NYC
2007,NON-HISPANIC BLACK,Females,CEREBROVASCULAR DISEASE,279,NYC
2007,NON-HISPANIC BLACK,Females,CHRONIC LIVER DISEASE AND CIRRHOSIS,33,NYC
2007,NON-HISPANIC BLACK,Females,CHRONIC LOWER RESPIRATORY DISEASES,163,NYC
2007,NON-HISPANIC BLACK,Females,"CONGENITAL MALFORMATIONS,DEFORMATIONS",37,NYC
2007,NON-HISPANIC BLACK,Females,DIABETES MELLITUS,358,NYC
2007,NON-HISPANIC BLACK,Females,DISEASES OF HEART,2722,NYC
2007,NON-HISPANIC BLACK,Females,ESSENTIAL HYPERTENSION AND RENAL DISEASES,166,NYC
2007,NON-HISPANIC BLACK,Females,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,248,NYC
2007,NON-HISPANIC BLACK,Females,INFLUENZA AND PNEUMONIA,295,NYC
2007,NON-HISPANIC BLACK,Females,INTENTIONAL SELF-HARM (SUICIDE),20,NYC
2007,NON-HISPANIC BLACK,Females,MALIGNANT NEOPLASMS,1800,NYC
2007,NON-HISPANIC BLACK,Females,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",80,NYC
2007,NON-HISPANIC BLACK,Females,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",25,NYC
2007,NON-HISPANIC BLACK,Females,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,87,NYC
2007,NON-HISPANIC BLACK,Females,SEPTICEMIA,89,NYC
2007,NON-HISPANIC BLACK,Females,SHORT GESTATION/LBW,15,NYC
2007,NON-HISPANIC BLACK,Females,VIRAL HEPATITIS,32,NYC
2007,NON-HISPANIC BLACK,Males,ACCIDENTS EXCEPT DRUG POISONING,158,NYC
2007,NON-HISPANIC BLACK,Males,ALZHEIMERS DISEASE,18,NYC
2007,NON-HISPANIC BLACK,Males,ANEMIAS,19,NYC
2007,NON-HISPANIC BLACK,Males,AORTIC ANEURYSM AND DISSECTION,33,NYC
2007,NON-HISPANIC BLACK,Males,ASSAULT (HOMICIDE),267,NYC
2007,NON-HISPANIC BLACK,Males,ATHEROSCLEROSIS,29,NYC
2007,NON-HISPANIC BLACK,Males,BENIGN AND UNCERTAIN NEOPLASMS,22,NYC
2007,NON-HISPANIC BLACK,Males,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,24,NYC
2007,NON-HISPANIC BLACK,Males,CEREBROVASCULAR DISEASE,213,NYC
2007,NON-HISPANIC BLACK,Males,CHRONIC LIVER DISEASE AND CIRRHOSIS,78,NYC
2007,NON-HISPANIC BLACK,Males,CHRONIC LOWER RESPIRATORY DISEASES,137,NYC
2007,NON-HISPANIC BLACK,Males,"CONGENITAL MALFORMATIONS,DEFORMATIONS",33,NYC
2007,NON-HISPANIC BLACK,Males,DIABETES MELLITUS,246,NYC
2007,NON-HISPANIC BLACK,Males,DISEASES OF HEART,2121,NYC
2007,NON-HISPANIC BLACK,Males,ESSENTIAL HYPERTENSION AND RENAL DISEASES,137,NYC
2007,NON-HISPANIC BLACK,Males,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,377,NYC
2007,NON-HISPANIC BLACK,Males,INFLUENZA AND PNEUMONIA,230,NYC
2007,NON-HISPANIC BLACK,Males,INTENTIONAL SELF-HARM (SUICIDE),58,NYC
2007,NON-HISPANIC BLACK,Males,MALIGNANT NEOPLASMS,1523,NYC
2007,NON-HISPANIC BLACK,Males,MENTAL DISORDERS DUE TO USE OF ALCOHOL,49,NYC
2007,NON-HISPANIC BLACK,Males,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",58,NYC
2007,NON-HISPANIC BLACK,Males,PEPTIC ULCER,13,NYC
2007,NON-HISPANIC BLACK,Males,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,163,NYC
2007,NON-HISPANIC BLACK,Males,SEPTICEMIA,67,NYC
2007,NON-HISPANIC BLACK,Males,SHORT GESTATION/LBW,20,NYC
2007,NON-HISPANIC BLACK,Males,VIRAL HEPATITIS,60,NYC
2007,NON-HISPANIC WHITE,Females,ACCIDENTS EXCEPT DRUG POISONING,162,NYC
2007,NON-HISPANIC WHITE,Females,ALZHEIMERS DISEASE,107,NYC
2007,NON-HISPANIC WHITE,Females,AORTIC ANEURYSM AND DISSECTION,37,NYC
2007,NON-HISPANIC WHITE,Females,ASSAULT (HOMICIDE),12,NYC
2007,NON-HISPANIC WHITE,Females,ATHEROSCLEROSIS,39,NYC
2007,NON-HISPANIC WHITE,Females,BENIGN AND UNCERTAIN NEOPLASMS,60,NYC
2007,NON-HISPANIC WHITE,Females,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,12,NYC
2007,NON-HISPANIC WHITE,Females,CEREBROVASCULAR DISEASE,372,NYC
2007,NON-HISPANIC WHITE,Females,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,18,NYC
2007,NON-HISPANIC WHITE,Females,CHRONIC LIVER DISEASE AND CIRRHOSIS,54,NYC
2007,NON-HISPANIC WHITE,Females,CHRONIC LOWER RESPIRATORY DISEASES,472,NYC
2007,NON-HISPANIC WHITE,Females,"CONGENITAL MALFORMATIONS,DEFORMATIONS",40,NYC
2007,NON-HISPANIC WHITE,Females,DIABETES MELLITUS,231,NYC
2007,NON-HISPANIC WHITE,Females,DISEASES OF HEART,7050,NYC
2007,NON-HISPANIC WHITE,Females,ESSENTIAL HYPERTENSION AND RENAL DISEASES,155,NYC
2007,NON-HISPANIC WHITE,Females,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,40,NYC
2007,NON-HISPANIC WHITE,Females,INFLUENZA AND PNEUMONIA,659,NYC
2007,NON-HISPANIC WHITE,Females,INTENTIONAL SELF-HARM (SUICIDE),64,NYC
2007,NON-HISPANIC WHITE,Females,MALIGNANT NEOPLASMS,3519,NYC
2007,NON-HISPANIC WHITE,Females,MENTAL DISORDERS DUE TO USE OF ALCOHOL,23,NYC
2007,NON-HISPANIC WHITE,Females,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",89,NYC
2007,NON-HISPANIC WHITE,Females,PARKINSONS DISEASE,35,NYC
2007,NON-HISPANIC WHITE,Females,PEPTIC ULCER,28,NYC
2007,NON-HISPANIC WHITE,Females,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,85,NYC
2007,NON-HISPANIC WHITE,Females,SEPTICEMIA,79,NYC
2007,NON-HISPANIC WHITE,Females,SHORT GESTATION/LBW,12,NYC
2007,NON-HISPANIC WHITE,Females,VIRAL HEPATITIS,36,NYC
2007,NON-HISPANIC WHITE,Males,ACCIDENTS EXCEPT DRUG POISONING,297,NYC
2007,NON-HISPANIC WHITE,Males,ALZHEIMERS DISEASE,49,NYC
2007,NON-HISPANIC WHITE,Males,AORTIC ANEURYSM AND DISSECTION,73,NYC
2007,NON-HISPANIC WHITE,Males,ASSAULT (HOMICIDE),41,NYC
2007,NON-HISPANIC WHITE,Males,ATHEROSCLEROSIS,45,NYC
2007,NON-HISPANIC WHITE,Males,BENIGN AND UNCERTAIN NEOPLASMS,75,NYC
2007,NON-HISPANIC WHITE,Males,CEREBROVASCULAR DISEASE,267,NYC
2007,NON-HISPANIC WHITE,Males,CHRONIC LIVER DISEASE AND CIRRHOSIS,112,NYC
2007,NON-HISPANIC WHITE,Males,CHRONIC LOWER RESPIRATORY DISEASES,345,NYC
2007,NON-HISPANIC WHITE,Males,"CONGENITAL MALFORMATIONS,DEFORMATIONS",53,NYC
2007,NON-HISPANIC WHITE,Males,DIABETES MELLITUS,237,NYC
2007,NON-HISPANIC WHITE,Males,DISEASES OF HEART,5632,NYC
2007,NON-HISPANIC WHITE,Males,ESSENTIAL HYPERTENSION AND RENAL DISEASES,123,NYC
2007,NON-HISPANIC WHITE,Males,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,103,NYC
2007,NON-HISPANIC WHITE,Males,INFLUENZA AND PNEUMONIA,530,NYC
2007,NON-HISPANIC WHITE,Males,INTENTIONAL SELF-HARM (SUICIDE),187,NYC
2007,NON-HISPANIC WHITE,Males,MALIGNANT NEOPLASMS,3356,NYC
2007,NON-HISPANIC WHITE,Males,MENTAL DISORDERS DUE TO USE OF ALCOHOL,72,NYC
2007,NON-HISPANIC WHITE,Males,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",92,NYC
2007,NON-HISPANIC WHITE,Males,PARKINSONS DISEASE,53,NYC
2007,NON-HISPANIC WHITE,Males,PEPTIC ULCER,19,NYC
2007,NON-HISPANIC WHITE,Males,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,261,NYC
2007,NON-HISPANIC WHITE,Males,SEPTICEMIA,62,NYC
2007,NON-HISPANIC WHITE,Males,SHORT GESTATION/LBW,19,NYC
2007,NON-HISPANIC WHITE,Males,VIRAL HEPATITIS,83,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,ACCIDENTS EXCEPT DRUG POISONING,37,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,ATHEROSCLEROSIS,10,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,BENIGN AND UNCERTAIN NEOPLASMS,9,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,CEREBROVASCULAR DISEASE,65,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,6,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,CHRONIC LIVER DISEASE AND CIRRHOSIS,6,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,CHRONIC LOWER RESPIRATORY DISEASES,30,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,"CONGENITAL MALFORMATIONS,DEFORMATIONS",7,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,DIABETES MELLITUS,47,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,DISEASES OF HEART,456,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,ESSENTIAL HYPERTENSION AND RENAL DISEASES,32,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,INFLUENZA AND PNEUMONIA,73,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,INTENTIONAL SELF-HARM (SUICIDE),26,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,MALIGNANT NEOPLASMS,346,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",14,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",5,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,SEPTICEMIA,10,NYC
2008,ASIAN & PACIFIC ISLANDER,Females,VIRAL HEPATITIS,9,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,ACCIDENTS EXCEPT DRUG POISONING,54,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,AORTIC ANEURYSM AND DISSECTION,5,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,ASSAULT (HOMICIDE),14,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,ATHEROSCLEROSIS,8,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,BENIGN AND UNCERTAIN NEOPLASMS,8,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,CEREBROVASCULAR DISEASE,48,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,CHRONIC LIVER DISEASE AND CIRRHOSIS,13,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,CHRONIC LOWER RESPIRATORY DISEASES,46,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,"CONGENITAL MALFORMATIONS,DEFORMATIONS",14,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,DIABETES MELLITUS,52,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,DISEASES OF HEART,546,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,ESSENTIAL HYPERTENSION AND RENAL DISEASES,31,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,7,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,INFLUENZA AND PNEUMONIA,90,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,INTENTIONAL SELF-HARM (SUICIDE),30,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,MALIGNANT NEOPLASMS,477,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,MENTAL DISORDERS DUE TO USE OF ALCOHOL,5,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",14,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,PARKINSONS DISEASE,7,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,SEPTICEMIA,5,NYC
2008,ASIAN & PACIFIC ISLANDER,Males,VIRAL HEPATITIS,11,NYC
2008,HISPANIC,Females,ACCIDENTS EXCEPT DRUG POISONING,68,NYC
2008,HISPANIC,Females,ALZHEIMERS DISEASE,61,NYC
2008,HISPANIC,Females,AORTIC ANEURYSM AND DISSECTION,9,NYC
2008,HISPANIC,Females,ASSAULT (HOMICIDE),25,NYC
2008,HISPANIC,Females,ATHEROSCLEROSIS,16,NYC
2008,HISPANIC,Females,BENIGN AND UNCERTAIN NEOPLASMS,12,NYC
2008,HISPANIC,Females,CEREBROVASCULAR DISEASE,152,NYC
2008,HISPANIC,Females,CHRONIC LIVER DISEASE AND CIRRHOSIS,63,NYC
2008,HISPANIC,Females,CHRONIC LOWER RESPIRATORY DISEASES,156,NYC
2008,HISPANIC,Females,"CONGENITAL MALFORMATIONS,DEFORMATIONS",36,NYC
2008,HISPANIC,Females,DIABETES MELLITUS,228,NYC
2008,HISPANIC,Females,DISEASES OF HEART,1445,NYC
2008,HISPANIC,Females,ESSENTIAL HYPERTENSION AND RENAL DISEASES,104,NYC
2008,HISPANIC,Females,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,113,NYC
2008,HISPANIC,Females,INFLUENZA AND PNEUMONIA,227,NYC
2008,HISPANIC,Females,INTENTIONAL SELF-HARM (SUICIDE),18,NYC
2008,HISPANIC,Females,MALIGNANT NEOPLASMS,1046,NYC
2008,HISPANIC,Females,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",47,NYC
2008,HISPANIC,Females,PARKINSONS DISEASE,13,NYC
2008,HISPANIC,Females,PNEUMONITIS DUE TO SOLIDS AND LIQUIDS,8,NYC
2008,HISPANIC,Females,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",9,NYC
2008,HISPANIC,Females,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,43,NYC
2008,HISPANIC,Females,SEPTICEMIA,34,NYC
2008,HISPANIC,Females,SHORT GESTATION/LBW,12,NYC
2008,HISPANIC,Females,VIRAL HEPATITIS,51,NYC
2008,HISPANIC,Males,ACCIDENTS EXCEPT DRUG POISONING,186,NYC
2008,HISPANIC,Males,ALZHEIMERS DISEASE,15,NYC
2008,HISPANIC,Males,ANEMIAS,8,NYC
2008,HISPANIC,Males,AORTIC ANEURYSM AND DISSECTION,13,NYC
2008,HISPANIC,Males,ASSAULT (HOMICIDE),119,NYC
2008,HISPANIC,Males,BENIGN AND UNCERTAIN NEOPLASMS,9,NYC
2008,HISPANIC,Males,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,13,NYC
2008,HISPANIC,Males,CEREBROVASCULAR DISEASE,124,NYC
2008,HISPANIC,Males,CHRONIC LIVER DISEASE AND CIRRHOSIS,149,NYC
2008,HISPANIC,Males,CHRONIC LOWER RESPIRATORY DISEASES,132,NYC
2008,HISPANIC,Males,"CONGENITAL MALFORMATIONS,DEFORMATIONS",50,NYC
2008,HISPANIC,Males,DIABETES MELLITUS,191,NYC
2008,HISPANIC,Males,DISEASES OF HEART,1330,NYC
2008,HISPANIC,Males,ESSENTIAL HYPERTENSION AND RENAL DISEASES,70,NYC
2008,HISPANIC,Males,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,222,NYC
2008,HISPANIC,Males,INFLUENZA AND PNEUMONIA,187,NYC
2008,HISPANIC,Males,INTENTIONAL SELF-HARM (SUICIDE),70,NYC
2008,HISPANIC,Males,MALIGNANT NEOPLASMS,1080,NYC
2008,HISPANIC,Males,MENTAL DISORDERS DUE TO USE OF ALCOHOL,48,NYC
2008,HISPANIC,Males,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",28,NYC
2008,HISPANIC,Males,PARKINSONS DISEASE,19,NYC
2008,HISPANIC,Males,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,172,NYC
2008,HISPANIC,Males,SEPTICEMIA,37,NYC
2008,HISPANIC,Males,SHORT GESTATION/LBW,14,NYC
2008,HISPANIC,Males,VIRAL HEPATITIS,106,NYC
2008,NON-HISPANIC BLACK,Females,ACCIDENTS EXCEPT DRUG POISONING,70,NYC
2008,NON-HISPANIC BLACK,Females,ALZHEIMERS DISEASE,62,NYC
2008,NON-HISPANIC BLACK,Females,ANEMIAS,15,NYC
2008,NON-HISPANIC BLACK,Females,ASSAULT (HOMICIDE),36,NYC
2008,NON-HISPANIC BLACK,Females,ATHEROSCLEROSIS,30,NYC
2008,NON-HISPANIC BLACK,Females,BENIGN AND UNCERTAIN NEOPLASMS,26,NYC
2008,NON-HISPANIC BLACK,Females,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,22,NYC
2008,NON-HISPANIC BLACK,Females,CEREBROVASCULAR DISEASE,267,NYC
2008,NON-HISPANIC BLACK,Females,CHRONIC LIVER DISEASE AND CIRRHOSIS,40,NYC
2008,NON-HISPANIC BLACK,Females,CHRONIC LOWER RESPIRATORY DISEASES,191,NYC
2008,NON-HISPANIC BLACK,Females,"CONGENITAL MALFORMATIONS,DEFORMATIONS",38,NYC
2008,NON-HISPANIC BLACK,Females,DIABETES MELLITUS,380,NYC
2008,NON-HISPANIC BLACK,Females,DISEASES OF HEART,2725,NYC
2008,NON-HISPANIC BLACK,Females,ESSENTIAL HYPERTENSION AND RENAL DISEASES,192,NYC
2008,NON-HISPANIC BLACK,Females,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,227,NYC
2008,NON-HISPANIC BLACK,Females,INFLUENZA AND PNEUMONIA,318,NYC
2008,NON-HISPANIC BLACK,Females,INTENTIONAL SELF-HARM (SUICIDE),20,NYC
2008,NON-HISPANIC BLACK,Females,MALIGNANT NEOPLASMS,1756,NYC
2008,NON-HISPANIC BLACK,Females,MENTAL DISORDERS DUE TO USE OF ALCOHOL,14,NYC
2008,NON-HISPANIC BLACK,Females,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",71,NYC
2008,NON-HISPANIC BLACK,Females,PEPTIC ULCER,14,NYC
2008,NON-HISPANIC BLACK,Females,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",22,NYC
2008,NON-HISPANIC BLACK,Females,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,56,NYC
